Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
 perek kamu adalah ,1,1,1,0,0,0,0,1,0,1,0,0
 cacat anjir ,0,1,0,0,0,0,0,0,0,0,0,0
kurangnya pemberdayaan wanita daerah khusus ibukota jaka a bisa dilihat dari telaknya perbedaan warna muka dan warna tangan empok sylvi debat final pemilihan kepala daerah jakarta,0,0,0,0,0,0,0,0,0,0,0,0
jangan terlalu banyak berharap nanti bisa sarap ,0,1,0,0,0,0,0,0,0,0,0,0
katolik berkiblat ke vatikan wajar tidak digugat lalu kenapa islam berkiblat ke makkah kebetulan saja arab manusia manusia itu pada gerah anda pancasila atau pelanggar pancasila sila ke 1 dan ke 5 ,0,0,0,0,0,0,0,0,0,0,0,0
evi layanto siswi sekolah dasar katolik karya yosef kelas 6b 1983 istrinya ronaldo pardede yang sah ,0,0,0,0,0,0,0,0,0,0,0,0
tim onta iya o cap kuda tidak popo ,0,1,0,0,0,0,0,0,0,0,0,0
 anjing anjing asuuuu sih kuyaaaaaaaaaaaaa ,1,1,1,0,0,0,0,0,1,1,0,0
 oh ini to cara memenangkan anies sandi kemarin pakai saracen ya,1,0,1,0,0,0,0,0,1,1,0,0
 wow banyak banget pejuh mu bro kalau masuk memek istri aku bisa langsung hamil itu ,0,1,0,0,0,0,0,0,0,0,0,0
 bom di negara kita saat ini nada lucunya kah xf0 x9f x98 x93 ,0,0,0,0,0,0,0,0,0,0,0,0
 cina babi komunis anti agama terutama islam yang bikin ribut di indonesia ,1,1,0,1,1,1,0,0,0,0,1,0
 aku nyimengnya masih cupu tapi ya kak senior ampun ,0,1,0,0,0,0,0,0,0,0,0,0
 in case you missed it swat sfc selamatkan monyet proboscis uniform resource locator uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
yang belum tidur cepatan tidur nanti digigit onta halo di ,0,0,0,0,0,0,0,0,0,0,0,0
 menjadi aktivis itu memang untuk mengkritisi kebijakan mengkoreksi langkah rezim yang kurang pas ataupun keliru seperti halnya anda protes ,0,0,0,0,0,0,0,0,0,0,0,0
 kampret mencret pun kamu salahkan pemerintah kok neeekkk ,1,1,1,0,0,0,0,0,1,1,0,0
 sori ya cung gue bukan surat pemberitahuan tahunan kamu yang bani kacung itu apa berkhayal sampai ekonomi meroket juga khayalan haha ,1,1,1,0,0,0,0,0,1,1,0,0
eh anak anjing ahok klan itu belum siuman mending emut emut bool basuki lagi saja sana kasih tau sama babi yang lain bool basuki wangi begitu,1,1,1,0,0,0,0,0,1,1,0,0
 apaan goblok tidak menyambung ,0,1,0,0,0,0,0,0,0,0,0,0
 kristen lesbi memang ya ,1,1,0,1,1,0,0,1,0,0,1,0
 banyak cocot kamu dan cangkemu cuk ,1,1,1,0,0,0,0,0,1,1,0,0
 sama gue dulu katolik tetapi berasa sama negeri jumlah katolik kristen buddha hindu dan islam hampir merata haha ,0,0,0,0,0,0,0,0,0,0,0,0
 mukidinya sih kafir ,1,1,1,0,0,0,0,0,1,1,0,0
itulah indonesia yang dibully orang yang benar yang salah dan binatang binatang sepe i nomor tiga dibiarkan berkeliaran matanajwadebatjaka a pak an uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
pilihan kepala daerah bandung nurul arifin janjikan insentif untuk marbut dan guru pendidikan anak usia dini bandung cantik bandung harmonis bandung memilih nuruli calon wali kota bandung calon wali kota bandung 2018,0,0,0,0,0,0,0,0,0,0,0,0
dan setelah blokir jokowi saya harap ada lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
haha gue merasa jijik sama diri gue sindir setelah melihat kembali isi direct message sama mantan gue diri haha alhamdulillah sudah punya pacar inrl amp lebih bahagia tidak fana xf0 x9f x98 x8c ,0,0,0,0,0,0,0,0,0,0,0,0
istirahat news mohon ke pemerintah termasuk semua pihak terkait penegakan hukum di indonesia untuk bebaskan amp pulihkan nama baik semua warga negara indonesia divonis penjara menista agama karena menurut dosen kitab suci itu fik,0,0,0,0,0,0,0,0,0,0,0,0
 kalau saya melihat kok yang kebangetan itu para pejabat tinggi negara para menteri wiranto gp hancur abu janda dan lain lain masak presiden dan simbol negara dihina kok pada diam saja ,1,0,1,0,0,0,0,0,1,1,0,0
anjing kamu dua ribuan memang uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
aku suka payudaramu dan dasar kurang ajar kamu katanya sambil menamparku lalu untuk apa dipamerkan jika tak ingin dipuji dan berengsek ,1,1,1,0,0,0,0,1,0,1,0,0
pantas saja namanya kayak tidak asing ternyata lalu ,0,0,0,0,0,0,0,0,0,0,0,0
temanku maju sebagai calon legislatif dewan perwakilan rakyat ri daerah pemilihan kota bekasi dan depok dari psi ayo sus semangat perjuangkan nasib rakyat agar lebih sejahtera berkeadilan berpendidikan merata dan lain lain sehingga negara ini bisa lebih humanis toleran dan bineka ,0,0,0,0,0,0,0,0,0,0,0,0
wkwk anjing uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
hari hari ini banyak orang menjadikan agama sebagai sumber kemarahan kita perlu menampilkan agama sebagai sumber kasih dan bina damai sila baca buku ini gratis ketika agama bawa damai ,0,0,0,0,0,0,0,0,0,0,0,0
 on the way manusia homo kamu adalah ,1,1,1,0,0,0,0,1,0,1,0,0
 hem justru kristen katolik dan kristen protestan sudah membumi nusantara lebih dahulu mas mas ibadahnya kitabnya lagunya sudah gaya jawa batak flores toraja ds,0,0,0,0,0,0,0,0,0,0,0,0
 bantuan cuma pencitraan ,1,0,1,0,0,0,0,0,1,1,0,0
 memang dasar kecoa goblok mengambil uang simpanan di bank dan dikelola bank tanpa atas izin yang menabung kok dibilang maling ,1,1,1,0,0,0,0,0,1,1,0,0
 harusnya kita makin senang dia koar koar tidak jelas kayak begitu biar rakyat kita semakin tau cocot setan yang lagi kebingungan hadapi 2019 tetap jokowi ,1,1,1,0,0,0,0,0,1,1,0,0
 naila kita jarang interaksi eh kamunya sudah ultra violet sih mata sipit bukan sih wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
sukseskan pilihan kepala daerah tanpa hoaks galeri dinas komunikasi dan informatika kota metro kota metro news ayo ke dam raman,0,0,0,0,0,0,0,0,0,0,0,0
 kalau aku pura pura bisu tika udjo on bahana fm ,0,0,0,0,0,0,0,0,0,0,0,0
 dasar belum tau mana fiksi sekarang mengunduh buku gampang dasar perek harga seratusan xf0 x9f x98 x82 xf0 x9f x98 x81 xf0 x9f x98 x82 ,1,1,1,0,0,0,0,1,0,1,0,0
sih goblok menyuruh mengupas kulit kacang hijau ber baskom baskom tolol banget tai dikira gampang anjing kurang kerjaan banget hidupnya monyet tidak balik balik gue ,1,1,1,0,0,0,0,0,1,1,0,0
 enak nya habis ngentot dimainkan pejuhnya uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
 mengobrol ayo sama aku yang cantik dari cina ini wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
 kok kayak tau ya kak apa ya kak tidak asing begitu ,0,0,0,0,0,0,0,0,0,0,0,0
 anjir wkwk nete banget nih ,0,1,0,0,0,0,0,0,0,0,0,0
 seharusnya ustaz itu meluruskan orang yang salah bukan orang salah di demo jadi sekarang tau kualitas ustaz ustaz bagusan ustaz saya walaupun be ani tidak partai komunis indonesia mobil mewah ,0,0,0,0,0,0,0,0,0,0,0,0
allahu akbar ketua umum front pembela islam laporkan adek armando ke badan reserse kriminal ,0,0,0,0,0,0,0,0,0,0,0,0
 demi apapun ah alah gembel banget belum sempat screenshot ,0,1,0,0,0,0,0,0,0,0,0,0
 pas masih audisi sepertinya dia rambut panjang hitam terus sipit dia menarinya lincah banget kayak ulet bulu ngel ngel begitu dah xf0 x9f x98 xad xf0 x9f x98 xad xf0 x9f x98 xad ,0,0,0,0,0,0,0,0,0,0,0,0
 sama kakak dari sekolah dasar sudah di racist in aku karena aku batak dan kristen pas baru baru di jawa ampun sudah memanggil gue saja pakai nama adat itu baru yang adat belum yang masalah agama tapi sekarang sudah agak jarang kayak begitu sih jadi aku cuma bisa menyarankan si,0,0,0,0,0,0,0,0,0,0,0,0
para pembajak agama ini intoleran dan reaktif mereka terbiasa menggunakan agama sebagai badik untuk menusuk lawan duniawinya tapi mendadak toleran ketika keyakinannya dihina oleh kawan duniawinya ya mereka memang gunakan agama untuk mengejar tujuan tujuan,1,0,0,1,1,0,0,0,0,0,1,0
 kacrut rank 10 tapi mainnya tidak cerdas asal gebuk doang ,1,1,1,0,0,0,0,0,1,1,0,0
alhamdulillah ,0,0,0,0,0,0,0,0,0,0,0,0
 padahal dulu adalah semangat kalau masalah ngewe sekarang sudah malas gue adalah ,0,0,0,0,0,0,0,0,0,0,0,0
 sini masuk kristen diskualifikasi tenang saja baptis gratis tidak bayar dapat susu pula ,0,0,0,0,0,0,0,0,0,0,0,0
namun kamu masih bisu diam seribu bahasa dan dan hati kecilku bicara ,0,0,0,0,0,0,0,0,0,0,0,0
 wonu oppa kenapa matanya sipit banget ,0,0,0,0,0,0,0,0,0,0,0,0
 polisi dan pemerintah sedang menyimpan bom waktu ujung ujungnya ras te entu yang akan menanggung akibatnya ,1,0,0,1,0,0,0,0,1,0,1,0
jangan di biasakan menganggap cewek itu kayak barang bos karena cewek itu punya hati dan perasaan situ kalau cuma mencari bahan bakal ngewe mending kamu cari pecun sana bisa kamu ngewe terus bayar terus sudah deh masing masing jangan cewek baik baik kamu merusaki di lobi sebisa kamu sampai dapat ngewe anjir sampah amat ,0,1,0,0,0,0,0,0,0,0,0,0
 nanti konbatnya gue yang pegang xf0 x9f x98 x8c wkwk geblek ,0,1,0,0,0,0,0,0,0,0,0,0
 sejak saya jadi jurnalis sampai kini saya baru mendengar ada islam nusantara jangan jangan nanti ada yang iseng bilang hindu nusantara kristen nusantara buddha nusantara dan seterusnya islam adalah agama sama sepe i agama lainnya tidak ada itu embel embel ,0,0,0,0,0,0,0,0,0,0,0,0
 bukannya malu kok malah tertawa dasar idiot ,1,1,1,0,0,0,1,0,0,1,0,0
kata sih burung tahun 2030 indonesia bubar kata sih kerbau tahun 2030 indonesia kuat mana yang benar dan apakah kita harus tanya pada monyet bagaimana nasib negeri kita monyet di dan dan wkkkkwkk dan jangan serius banget ah dan rieuttt ,0,1,0,0,0,0,0,0,0,0,0,0
 pegawai bank danamon lagi asyik mengemut kontol pacarnya video lengkapnya begitu begitu uniform resource locator bokep terbaru xe2 x80 xa6 ,0,1,0,0,0,0,0,0,0,0,0,0
 makanya itu tapi aku asal jawab saja masih belum ya ,0,1,0,0,0,0,0,0,0,0,0,0
 ini internasional sih nan kayaknya tenaga kerja indonesia begitu dari naga naganya sih xf0 x9f xa4 xa3 ,0,0,0,0,0,0,0,0,0,0,0,0
kebiadaban ahok cina kafir rakyat kecil yang jadi pukul asongan asongan digusur gusur dan dianiaya surat pemberitahuan tahunan teroris ahok kafir biadab,1,1,1,0,1,1,0,0,0,1,0,0
di buku jokowi undercover itu juga jelaskan kenapa susilo bambang yudhoyono dukung jokowi di pemilihan presiden 2014 karena ada rahasia kotor korupsi yang dipegang cukong cina,1,0,1,0,0,1,0,0,0,1,0,0
masjid dipasang spanduk 2019 ganti presiden mereka marah tapi masjid dipakai ceramah politik oleh hari tanoe yang non muslim mereka dukung ,1,0,0,1,1,0,0,0,0,0,1,0
reklamasi jaka a akan diatur lewat revisi peraturan presiden jakarta bogor depok tangerang bekasi puncak cianjur,0,0,0,0,0,0,0,0,0,0,0,0
 aku bakal terus ada buat kamu kok tenang saja dan alah kontol ,0,1,0,0,0,0,0,0,0,0,0,0
 presiden kok cengeng kata kecoak cebong mana tidak ih 1 1 1 1 ,1,1,1,0,0,0,0,0,1,1,0,0
penista agama menjadi santri kehormatan yang kasih ini ke ahok otaknya perlu direparasi demi pemilihan kepala daerah nama santri yang baik kailan jual belikan,1,0,1,0,1,0,0,0,0,1,0,0
 aku juga gendut sih nder tetapi ya daripada memikirkan omongan orang lain mulu mending pelan pelan merawat diri tidak apa apa gendut asal bisa merawat diri maaah sekarang aku percaya diri percaya diri saja sama diri aku sendiri iya ,0,0,0,0,0,0,0,0,0,0,0,0
kekalahan suha o prabowo melawan opini pada 1998 lebih dikarenakah keterlibatan konspirasi global di mana as cina dan seluruh sekutu mereka mendukung rencana csis elite katolik radikal dan konglomerat tionghoa untuk menjatuhkan suha o ,1,0,0,1,1,1,0,0,0,0,1,0
19 pemimpin dari masjid adalah pemimpin yang dapat mengajak kita untuk menjalankan syariat islam secara sungguh sungguh jatuhkan pemimpin non muslim,1,0,0,1,1,0,0,0,0,0,0,1
 ih najis belepotan ,0,1,0,0,0,0,0,0,0,0,0,0
wajib dengar,0,0,0,0,0,0,0,0,0,0,0,0
 hussss admin tidak takut didemo bersilit silit oleh alumni togel xf0 x9f x98 x80 ,0,1,0,0,0,0,0,0,0,0,0,0
 ya kan gue memang sipit ,0,0,0,0,0,0,0,0,0,0,0,0
 anjir tidak macam macam kamu setan ,1,1,1,0,0,0,0,0,1,1,0,0
 cowok kurus kontol lumayan xf0 x9f x92 xa6 uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
 eh toilet pipis onta melipir lagi ini di indonesia lo gerombolan kamu mabuk budaya arab jadi nya kayak begitu xf0 x9f x98 x82 ,1,1,0,1,0,0,0,0,1,0,1,0
 situ lebih bego ,1,1,1,0,0,0,0,0,1,1,0,0
ninja kali nih tukang roti keliling cepat banget hilangnya dua kali gue keluar rumah tidak terkejar sarap ,0,1,0,0,0,0,0,0,0,0,0,0
masih ingat siloam cina kita usir andai ku mati anak anak ku sudah paham filosofi hidup harga diri di atas segalanya bukan di kaki penjajah,1,0,0,1,0,1,0,0,0,0,0,1
 terus mau kamu apa antek antek prabowo xf0 x9f x98 x86 xf0 x9f x98 x86 ,1,0,0,1,0,0,0,0,1,0,1,0
apakah anda jujur percaya allah subhanahu wa taala perintahkan penggal kafir adalah tuhan pak lukman ,1,0,0,1,1,0,0,0,0,0,1,0
 08 for presiden buat para jongos dan antek asing yang menguras bumi pe iwi bersiaplah 2019 ganti presiden,1,1,0,1,0,0,0,0,1,0,1,0
 jancuk ingin gue tabok itu anak ,1,1,1,0,0,0,0,0,1,1,0,0
 tidak boleh tidur ke ranah najis akan menjadi nyata ,0,1,0,0,0,0,0,0,0,0,0,0
 dan orang orang yang kafir dan mendustakan ayat ayat kami maka bagi mereka azab yang menghinakan qs al hajj 57 ,0,0,0,0,0,0,0,0,0,0,0,0
 ngentot yuk ,0,1,0,0,0,0,0,0,0,0,0,0
 akupun merasa matanya mengecil setelah lama pakai kacamata dan katanya kalau bangun tidur tambah sipit xf0 x9f x98 x81 ,0,0,0,0,0,0,0,0,0,0,0,0
 utang 7000 triliun tapi para kampret yang hidupnya melarat ikut makan kalau cebong sudah happy hidupnya tidak perlu akting sengsara begitu ,1,1,0,1,0,0,0,0,1,0,1,0
 dulu mercun kecil xc2 xb2 lagi bunyi tak kuat sangat hai sekarang macam xc2 xb2 adek bunyi sudah sama macam bom ,0,0,0,0,0,0,0,0,0,0,0,0
tertipu dong mereka aduh ,0,0,0,0,0,0,0,0,0,0,0,0
 ini cebong dungu korban php xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,1,1,1,0,0,0,0,0,1,1,0,0
 kalau jaman pak apa o anak berprestasi di perhatikan kalau jaman rezim sekarang yang lebay yang di panggil ke istana rezim aneh dan 2019 ganti presiden ,1,0,1,0,0,0,0,0,1,1,0,0
 cebong mana nge i ,1,1,0,1,0,0,0,0,1,0,1,0
pagi pagi sudah ky kontol ,0,1,0,0,0,0,0,0,0,0,0,0
 iya anjir tau wkwk masa iya gue masih suka sama dia ,0,1,0,0,0,0,0,0,0,0,0,0
ayo kita ajak mas goen beralih dari penyembah allah subhanahu wa taala benci kafir jadi pembakar kemenyan,1,1,1,0,1,0,0,0,0,1,0,0
mencari huruf hijaiyah dal anak islam bersama jamal laeli assalamualaikum adik adik mari kita lihat ,0,0,0,0,0,0,0,0,0,0,0,0
cc mau 2 periode rakyat sendiri di pemutusan hubungan kerja terus impo jutaan tenaga kerja asing cina mending kamu pergi jauh jauh dari negara kesatuan republik indonesia karena negeri ini tidak butuh penghianat yang mengorbankan rakyatnya demi kepentingan dan golongannya sendiri dan 2019 prabowo presiden uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
 iya soalnya kamu tidak tahu junjungan kamu toh membantai 200 lebih orang tim tim peristiwa santa crush juga menculik aktivis tidak tahu di mana sekarang kamu tidak sadar kalau junjunganmu itu penjahat internasional di,1,1,1,0,0,0,0,0,1,1,0,0
 imut titit nya di hidung ,0,1,0,0,0,0,0,0,0,0,0,0
bom takjil ,0,0,0,0,0,0,0,0,0,0,0,0
komisi pemberantasan korupsi panggil sederet mantan anggota dewan perwakilan rakyat terkait e kartu tanda penduduk ,0,0,0,0,0,0,0,0,0,0,0,0
 sudah sipit ini tidak bisa disipitkan lagi dan dan xcd xa1 xc2 xb0 xca x96 xcc xaf xcd xa1 xc2 xb0 dan xc2 xa0 xe3 x81 x8f xe3 x80 x80 xe3 x80 x80 xe3 x81 xb8 dan xe3 x80 x80 xe3 x80 x80 xc2 xa0 xe3 x80 x89 ,0,0,0,0,0,0,0,0,0,0,0,0
 dimaklumkan saja namanya juga kampret semua serba terbalik hidupnya juga terbalik menggelantung wajar kalau segala pemikirannya juga terbalik kepalapun bau pesing karena kencingpun harus terbalik pula membasahi kepalanya pesing tak selalu,1,1,0,1,0,0,0,0,1,0,1,0
paparan kepala kepolisian resor bikin kepala kepolisian daerah kepulauan riau yakin pilihan kepala daerah tanjung pinang aman dan netral ,0,0,0,0,0,0,0,0,0,0,0,0
dibalik insiden helikopter jatuh pt indonesia morowali industrial park pekerjakan 3 000 warga negara cina,0,0,0,0,0,0,0,0,0,0,0,0
bunyi klik tikus suara ketikan keyboard musik hampir 8 jam non stop mata perih bokong panas lengan ngilu dan jenuh ,0,0,0,0,0,0,0,0,0,0,0,0
 gede x cl top x bom seungri x raline gary x jihyo tetapi ini sudah mustahil ,0,0,0,0,0,0,0,0,0,0,0,0
 bantu jawab wkwk kata putri rima sama daniel sibuk mengurus organisasi siswa intrasekolah jadi tidak ikut join nah kalau ada kayaknya makin sibuk jadi makelar mengurus dua anak tuyul alias gila dan oj sok tau banget aku ,0,0,0,0,0,0,0,0,0,0,0,0
selamat pagi jawaban atas politisasi puisi yang menimpa dirinya calon gubernur jawa tengah ganjar pranowo tidak ingin informasi hoaks menjadi arus utama informasi yang diterima masyarakat dalam masa pilihan kepala daerah ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
 apa hubungannya dengan munafik kalian kitabnya dihina laporkan dia kepolisian mewaspadai cebong kafir yang mengakui mengakui islam ,1,1,0,1,1,0,0,0,0,0,1,0
 1 saya ada satu cerita dari seorang cowok yang tinggal di cina sebelum saya mulai bercerita saya cuma mau pesan jadi xe2 x80 xa6 ,0,0,0,0,0,0,0,0,0,0,0,0
 alah bullshit tai kotok ,1,1,1,0,0,0,0,0,1,1,0,0
ahok versi pakpahan terima kasih kepada semua pihak yang sudah ciduk bajingan ini uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
penciuman pak jokowi memang tajam kalau soal pencarian uang ups salah perutangan uang salut dengan uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
 ngeri bangsaku sih partai komunis indonesia biadab itu ingin bangkit tolak dan bubarkan ,1,1,0,1,0,1,0,0,0,0,0,1
pada sabtu 21 4 2018 pagi masyarakat adat badui akan kembali melanjutkan perjalanan menuju kantor gubernur banten di kawasan pusat pemerintahan provinsi banten kawasan pusat pemerintahan provinsi banten di curug kota serang seba baduy 2018 direct message,0,0,0,0,0,0,0,0,0,0,0,0
bubarkan saja panitia khusus komisi pemberantasan korupsi kalau perlu buat polling rakyat di luar parlemen biar yang menentukan bubarkan panitia khusus komisi pemberantasan korupsi uniform resource locator,1,0,0,1,0,0,0,0,1,0,0,1
terima kasih ya allah engkau telah tunjukkan kebesaranmu engkau telah membukakan mata hatiku yang buta karena cinta terima kasih tuhan engkau masih menolongku ,0,0,0,0,0,0,0,0,0,0,0,0
 iya sudah lihat gedek banget anjir sama bapaknya ,0,1,0,0,0,0,0,0,0,0,0,0
barisan gus sholatu bagus pulau madura sudah merapatkan diri untuk memenangkan pasangan calon gubernur khofifah indar parawansa dan emil elistianto dardak bagus khofifah emil jawa timur satu,0,0,0,0,0,0,0,0,0,0,0,0
 sarap pasti sudah punya cucu segudang ,0,1,0,0,0,0,0,0,0,0,0,0
rezim sipil yang mengerikan saat ini bisa kita lihat pada kepemimpinan seorang rezim sok rakyat padahal sesungguhnya anti rakyat dan umat islam,1,0,1,0,0,0,0,0,1,1,0,0
 ini orang kebiasaan jilat ludah sendiri bik malu kami hormat susilo bambang yudhoyono tapi tidak buzzer tolol satu ini,1,1,1,0,0,0,0,0,1,1,0,0
 topik pembicaraan cebong dan bani hoaks itu loncat xc2 xb2 ya dan dari prestasi babi ahok apa tidak dijawab malah ke tanah abang ta dikasih contoh ta yang baik malah meminta xc2 xb2 yang buruknya ,1,1,0,1,0,0,0,0,1,0,1,0
 karir yang cemerlang di tentara nasional indonesia dan terperangkap di rejim yang penuh dusta selamat hari lahir ,0,0,0,0,0,0,0,0,0,0,0,0
 lost respect untuk kesekian kalinya buat agency yang kamu banggakan buat a is yang kamu banggakan kelakuan tai kucing di kasih nyawa sih kea begini dan lo di tabok duit sama lee soo man mau di tabok lamborgini sama gede mau di tabok sama material,1,1,0,1,0,0,0,0,1,0,1,0
 masalah dia i penulis ucapan kad raya cina itu ellooo ,1,1,1,0,0,1,0,0,0,1,0,0
5 ragam seni dalam budaya batak toba,0,0,0,0,0,0,0,0,0,0,0,0
penyerapan dana desa pada tahun 2015 dan 2016 diprioritaskan untuk pembangunan infrastruktur di tahun 2017 ini menurutnya penyerapan dana desa diprioritaskan untuk percepatan ekonomi desa jokowi dua periode,0,0,0,0,0,0,0,0,0,0,0,0
 i penat lah edit setibanya cacat weh haha ,0,1,0,0,0,0,0,0,0,0,0,0
kamu yang dungu dunia tahu itu ,1,1,1,0,0,0,0,0,1,1,0,0
buka twitter lagi demi informasi karena dengar dengar ada benda mencurigakan yang diduga bom ditemukan di barel oi stay save kang wa eg enak kang cilung anak indekos amp warga sekitar barel ,0,0,0,0,0,0,0,0,0,0,0,0
kamu tau tidak sejak kenal kamu bawaannya ingin belajar terus deh belajar jadi yang terbaik buat kamu ,0,0,0,0,0,0,0,0,0,0,0,0
kata mama orang sombong itu temannya setan jadi jangan salahkan gue kalau gue tidak mau berteman sama orang sombong kayak kamu ,1,1,1,0,0,0,0,0,1,1,0,0
 kebanyakan kencing onta makhluk satu ini emosi mulu dari tadi gue lihat dasar sumbu pendek sih tidur kebalik ,1,1,1,0,0,0,0,0,1,1,0,0
indonesia makin mundur presiden nya siapa ya mas mas fitnah pakde jokowi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
ini apa sih lmao anak anak kecil dan anak anak baru ini kok ya tengil banget tidak tau apa apa juga main plas polos saja pusing ih jempol kalian punya congor apa bagaimana ,0,1,0,0,0,0,0,0,0,0,0,0
hanya antek dan kaki tangan komunis yang tak punya hati perut uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0
 begini saja tempeng saja itu bocah yang mengancam presiden lihat bagaimana reaksi para kacung nya ,1,1,1,0,0,0,0,0,1,1,0,0
 dia tidak pernah dengar hindu bali sama kristen jawa ya wkwk ,0,0,0,0,0,0,0,0,0,0,0,0
 sudah jelek budek lagi tidak ,1,1,1,0,0,0,1,0,0,1,0,0
 kampungan ,1,1,1,0,0,0,0,0,1,1,0,0
 membohongi rakyat ada harga mahal yang harus dibayar saatnya anda mempersiapkan diri menghadapi seluruh kasus kasus korupsi dari solo hingga daerah khusus ibukota anda sangat tak layak jadi presiden ri 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
 wah bera i pernah makan bareng sama orang yahudi ya benar tidak sih kemana pun mereka singgah suatu tempat kalau makan bawa alat makan sendiri sekadar tanya sepe inya tau tentang orang yahudi ,0,0,0,0,0,0,0,0,0,0,0,0
 teman makan teman ketika dia sudah janji akan memberi menyontek untuk ujian tetapi pas giliran ujian dia malah pura pura budek reuni ,0,1,0,0,0,0,0,0,0,0,0,0
dengar anak belasan tahun bicara tentang banyak tuhan ada tuhan orang islam tuhan orang kristen tuhan orang buddha tuhan orang hindu tuhan orang kejawen cuma tuhan orang nit aku sensor katanya yang suka menghukum membedakan cerdas anak ini aku pikir ,0,0,0,0,0,0,0,0,0,0,0,0
sesaat lagi saksikan panasnya debat publik tujuh pasangan calon bupati dan wakil bupati pilihan kepala daerah aceh selatan 2018 dipandu oleh mulai pukul 14 00 waktu indonesia bagian barat live dan eksklusif hanya di inews pilihan kepala daerah aceh selatan 2018,0,0,0,0,0,0,0,0,0,0,0,0
 jalan jalan siang bagai rumah bawah ranah yang indah seorang pendiam dan culun walau dengan bakar besar ,0,0,0,0,0,0,0,0,0,0,0,0
jokowi harap bandara ke ajati dongkrak ekonomi jawa barat ,0,0,0,0,0,0,0,0,0,0,0,0
 xc3 x99dah tidak ada yang bisa di percaya lagi yang anti asing ,0,0,0,0,0,0,0,0,0,0,0,0
 drama banget kamu onta ,1,1,1,0,0,0,0,0,1,1,0,0
 sinting dan baca dimana ,0,1,0,0,0,0,0,0,0,0,0,0
 ganti saja sama prabowo kelasnya cuma duta besar,1,0,1,0,0,0,0,0,1,1,0,0
lidah buaya lidah me ua gelombang cinta dan nya tanaman hias adalah sarana curhat favorit botanist terubus mania ,0,0,0,0,0,0,0,0,0,0,0,0
dan pak bilang ini pencitraan uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
 tulisan kamu gue tidak bisa dipahami sama gue soalnya otak gue bukan otak otak autis tidak kayak yang bikin thread gobloknya sampai sel kulit mati lanjut boleh ,1,1,1,0,0,0,1,0,0,1,0,0
nih cara bicara orang masih ingusan bicara nya sudah sangat ngawur dan keterlaluan dan akhir nya gue di blok banci kamu uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0
apakah allah subhanahu wa taala datang menolong bang fahri jika tidak berhenti salat tak ada gunanya,1,0,0,1,1,0,0,0,0,0,1,0
 taruna itu adalah am perek ,0,1,0,0,0,0,0,0,0,0,0,0
gambar masakan tayahla partai komunis indonesia filter doo asam pedas pengadilan negeri dan tampak macam curry xf0 x9f x98 x85 nasib baik aku baca caption xf0 x9f x98 xa3 ,0,0,0,0,0,0,0,0,0,0,0,0
 astaga kejam sekali tuduhannya dan dan haha tidak begitu yang mulia saya benar benar terjebak di dalam avalon dan ingin menangis melihat a uria jadi terlalu curiga begini kepadanya hiks hiks ,0,0,0,0,0,0,0,0,0,0,0,0
 bicara komentar gampang menggunakan bahasa seolah anda tahu sok pintar menilai anis bisa jadi gubernur kalau tidak isu sara susah menang orang bijak tidak meng olok olok,1,0,1,0,0,0,0,0,1,1,0,0
jayalah korupsi keinginan untuk bubarkan semacam akan terwujud uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
 barang siapa mengenal dirinya maka ia akan sibuk memperbaikinya dengan tidak memedulikan cacat dan aib orang lain dan dan habib luthfi bin yahya ,0,0,0,0,0,0,0,0,0,0,0,0
 mau aku memamerkan juga tidak grup chat aku sama anak anak cina ,0,0,0,0,0,0,0,0,0,0,0,0
 langsung ditampakkan oleh allah subhanahu wata ala secara kontan om padahal allah subhanahu wata ala melarang kita untuk berputus asa malah bangsa kafir yang lebih paham mengenai hal itu ,0,0,0,0,0,0,0,0,0,0,0,0
 laki laki hebat untuk 2019 ganti presiden ,1,0,1,0,0,0,0,0,1,1,0,0
